Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
NC,"NACCO Industries, Inc.",33.57,$233.06M,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/nc,AMEX
NTP,Nam Tai Property Inc.,8.6,$323.15M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ntp,AMEX
NTEST,NASDAQ TEST STOCK,22.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest,AMEX
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.a,AMEX
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.b,AMEX
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.c,AMEX
NBHC,National Bank Holdings Corporation,35.34,$1.09B,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/nbhc,AMEX
NFG,National Fuel Gas Company,54.18,$4.66B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfg,AMEX
NGG,"National Grid Transco, PLC",55.64,$37.82B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ngg,AMEX
NHI,"National Health Investors, Inc.",75.43,$3.19B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nhi,AMEX
NOV,"National Oilwell Varco, Inc.",32.91,$12.62B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nov,AMEX
NPK,"National Presto Industries, Inc.",130.78,$912.64M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/npk,AMEX
NNN,National Retail Properties,48.96,$7.79B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nnn,AMEX
NNN^E,National Retail Properties,24.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nnn^e,AMEX
NNN^F,National Retail Properties,22.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nnn^f,AMEX
SID,National Steel Company,2.39,$3.3B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid,AMEX
NSA,National Storage Affiliates Trust,27.38,$1.55B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nsa,AMEX
NSA^A,National Storage Affiliates Trust,23.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nsa^a,AMEX
NGS,"Natural Gas Services Group, Inc.",20.57,$269.82M,2002,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ngs,AMEX
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",16.82,$376.17M,2012,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ngvc,AMEX
NRP,Natural Resource Partners LP,33.74,$413.18M,2002,Energy,Coal Mining,https://www.nasdaq.com/symbol/nrp,AMEX
NTZ,"Natuzzi, S.p.A.",0.99,$54.3M,1993,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/ntz,AMEX
NLS,"Nautilus Group, Inc. (The)",12.87,$383.36M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/nls,AMEX
NCI,"Navigant Consulting, Inc.",23.32,$993.18M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/nci,AMEX
NVGS,Navigator Holdings Ltd.,12.02,$668.99M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nvgs,AMEX
NNA,Navios Maritime Acquisition Corporation,0.4285,$4.12M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nna,AMEX
NM,Navios Maritime Holdings Inc.,0.4811,$60M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nm,AMEX
NM^G,Navios Maritime Holdings Inc.,9.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nm^g,AMEX
NM^H,Navios Maritime Holdings Inc.,9.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nm^h,AMEX
NAP,Navios Maritime Midstream Partners LP,2.66,$55.72M,2014,n/a,n/a,https://www.nasdaq.com/symbol/nap,AMEX
NMM,Navios Maritime Partners LP,1.29,$216.19M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmm,AMEX
NAV,Navistar International Corporation,30.15,$2.98B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav,AMEX
NAV^D,Navistar International Corporation,23.63,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav^d,AMEX
NCS,"NCI Building Systems, Inc.",12.23,$809.67M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ncs,AMEX
NCR,NCR Corporation,25.98,$3.07B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr,AMEX
NP,"Neenah, Inc.",71.9,$1.21B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/np,AMEX
NNI,"Nelnet, Inc.",53.85,$2.19B,2003,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni,AMEX
NPTN,NeoPhotonics Corporation,8.06,$371.16M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn,AMEX
NETS,Netshoes (Cayman) Limited,1.58,$49.07M,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nets,AMEX
NVRO,Nevro Corp.,39.91,$1.2B,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvro,AMEX
HYB,"New America High Income Fund, Inc. (The)",8.22,$192.09M,1988,n/a,n/a,https://www.nasdaq.com/symbol/hyb,AMEX
NFC,New Frontier Corporation,9.6208,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nfc,AMEX
NFC.U,New Frontier Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/nfc.u,AMEX
NFC.WS,New Frontier Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfc.ws,AMEX
GF,"New Germany Fund, Inc. (The)",16.14,$257.45M,1990,n/a,n/a,https://www.nasdaq.com/symbol/gf,AMEX
NWHM,New Home Company Inc. (The),7.93,$162.08M,2014,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nwhm,AMEX
IRL,"New Ireland Fund, Inc. (The)",9.13,$45.48M,1990,n/a,n/a,https://www.nasdaq.com/symbol/irl,AMEX
NEWM,New Media Investment Group Inc.,13.96,$841.75M,2014,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/newm,AMEX
NMFC,New Mountain Finance Corporation,13.53,$1.03B,2011,n/a,n/a,https://www.nasdaq.com/symbol/nmfc,AMEX
NMFX,New Mountain Finance Corporation,24.9203,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/nmfx,AMEX
EDU,"New Oriental Education & Technology Group, Inc.",58.26,$9.22B,2006,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/edu,AMEX
NEWR,"New Relic, Inc.",82.45,$4.7B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr,AMEX
NRZ,New Residential Investment Corp.,17.72,$6.03B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nrz,AMEX
SNR,New Senior Investment Group Inc.,5.44,$446.89M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr,AMEX
NWY,"New York & Company, Inc.",3.86,$249.86M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/nwy,AMEX
NYCB,"New York Community Bancorp, Inc.",9.59,$4.7B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/nycb,AMEX
NYCB^A,"New York Community Bancorp, Inc.",25.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^a,AMEX
NYCB^U,"New York Community Bancorp, Inc.",47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^u,AMEX
NYT,New York Times Company (The),26.07,$4.3B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nyt,AMEX
NWL,Newell Brands Inc.,20.53,$9.58B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl,AMEX
NFX,Newfield Exploration Company,20.41,$4.09B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx,AMEX
NJR,NewJersey Resources Corporation,47.98,$4.24B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr,AMEX
NEU,NewMarket Corporation,404.31,$4.61B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/neu,AMEX
NEM,Newmont Mining Corporation,31.41,$16.73B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nem,AMEX
NR,"Newpark Resources, Inc.",7.64,$693.77M,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nr,AMEX
NEXA,Nexa Resources S.A.,12.5,$1.67B,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nexa,AMEX
NXRT,"NexPoint Residential Trust, Inc.",34.53,$716.41M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nxrt,AMEX
NHF,NexPoint Strategic Opportunities Fund,22.0826,$503.32M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nhf,AMEX
NEP,"NextEra Energy Partners, LP",46.71,$2.62B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nep,AMEX
NEE,"NextEra Energy, Inc.",178.66,$85.39B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee,AMEX
NEE^I,"NextEra Energy, Inc.",22.615,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^i,AMEX
NEE^J,"NextEra Energy, Inc.",22.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^j,AMEX
NEE^K,"NextEra Energy, Inc.",23.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^k,AMEX
NEE^R,"NextEra Energy, Inc.",59.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nee^r,AMEX
NGL,NGL ENERGY PARTNERS LP,9.75,$1.21B,2011,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl,AMEX
NGL^B,NGL ENERGY PARTNERS LP,23.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngl^b,AMEX
NMK^B,"Niagara Mohawk Holdings, Inc.",93.9,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^b,AMEX
NMK^C,"Niagara Mohawk Holdings, Inc.",91.6742,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^c,AMEX
NLSN,Nielsen N.V.,26.54,$9.42B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn,AMEX
NKE,"Nike, Inc.",75.2,$119.43B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke,AMEX
NINE,"Nine Energy Service, Inc.",30.08,$906.37M,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine,AMEX
NIO,NIO Inc.,6.78,n/a,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nio,AMEX
NI,"NiSource, Inc",25.96,$9.6B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni,AMEX
NL,"NL Industries, Inc.",4.95,$241.2M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/nl,AMEX
NOAH,Noah Holdings Ltd.,42.04,$2.41B,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah,AMEX
NE,Noble Corporation,4.08,$1.01B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne,AMEX
NBL,Noble Energy Inc.,24.58,$11.79B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl,AMEX
NBLX,Noble Midstream Partners LP,37.1,$1.47B,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx,AMEX
NOK,Nokia Corporation,5.85,$32.71B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok,AMEX
NOMD,Nomad Foods Limited,20.07,$3.49B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/nomd,AMEX
NMR,Nomura Holdings Inc ADR,4.51,$14.99B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nmr,AMEX
OSB,Norbord Inc.,27.26,$2.37B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb,AMEX
NAO,Nordic American Offshore Ltd,0.7462,$46.25M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nao,AMEX
NAT,Nordic American Tankers Limited,2.86,$406.03M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat,AMEX
JWN,"Nordstrom, Inc.",63.91,$10.77B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn,AMEX
NSC,Norfolk Souther Corporation,166.82,$45.43B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc,AMEX
NOA,North American Construction Group Ltd.,9.86,$266.9M,2006,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa,AMEX
NRT,North European Oil Royality Trust,6.945,$63.83M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nrt,AMEX
NOC,Northrop Grumman Corporation,273.64,$47.51B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc,AMEX
NRE,NorthStar Realty Europe Corp.,16.48,$820.92M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nre,AMEX
NWN,Northwest Natural Holding Company,69.08,$1.99B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nwn,AMEX
NWE,NorthWestern Corporation,62.55,$3.15B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe,AMEX
NCLH,Norwegian Cruise Line Holdings Ltd.,49.49,$10.97B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh,AMEX
NVS,Novartis AG,88.31,$204B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs,AMEX
NVO,Novo Nordisk A/S,44.19,$106.09B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo,AMEX
DNOW,NOW Inc.,13.58,$1.47B,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow,AMEX
NRG,"NRG Energy, Inc.",39.4,$11.42B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg,AMEX
NUS,"Nu Skin Enterprises, Inc.",66.1,$3.67B,1996,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus,AMEX
NUE,Nucor Corporation,63.08,$19.8B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nue,AMEX
NS,Nustar Energy L.P.,23.89,$2.56B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns,AMEX
NS^A,Nustar Energy L.P.,23.5149,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^a,AMEX
NS^B,Nustar Energy L.P.,21.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^b,AMEX
NS^C,Nustar Energy L.P.,24.399,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^c,AMEX
NSS,"NuStar Logistics, L.P.",25.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nss,AMEX
NTR,Nutrien Ltd.,54.52,$33.38B,2018,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr,AMEX
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,6.76,$91.26M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jmlp,AMEX
NVG,Nuveen AMT-Free Municipal Credit Income Fund,13.89,$2.81B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nvg,AMEX
NUV,Nuveen AMT-Free Municipal Value Fund,9.3,$1.92B,1987,n/a,n/a,https://www.nasdaq.com/symbol/nuv,AMEX
NUW,Nuveen AMT-Free Municipal Value Fund,14.74,$226.98M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nuw,AMEX
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.37,$3.25B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea,AMEX
NAZ,Nuveen Arizona Quality Municipal Income Fund,11.91,$139.33M,1992,n/a,n/a,https://www.nasdaq.com/symbol/naz,AMEX
NBB,Nuveen Build America Bond Fund,19.03,$503.57M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbb,AMEX
NBD,Nuveen Build America Bond Opportunity Fund,20.41,$147.06M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbd,AMEX
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,12.84,$613.11M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkx,AMEX
NCB,Nuveen California Municipal Value Fund 2,15.3963,$50.8M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncb,AMEX
NCA,"Nuveen California Municipal Value Fund, Inc.",9.25,$259.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nca,AMEX
NAC,Nuveen California Quality Municipal Income Fund,12.69,$1.84B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nac,AMEX
NTC,Nuveen Connecticut Quality Municipal Income Fund,11.19,$161.45M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ntc,AMEX
JCE,Nuveen Core Equity Alpha Fund,13.98,$223.98M,2007,n/a,n/a,https://www.nasdaq.com/symbol/jce,AMEX
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.37,$259.4M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jco,AMEX
JQC,Nuveen Credit Strategies Income Fund,7.78,$1.06B,2003,n/a,n/a,https://www.nasdaq.com/symbol/jqc,AMEX
JDD,Nuveen Diversified Dividend and Income Fund,10.08,$199.04M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jdd,AMEX
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,18.32,$661.26M,2014,n/a,n/a,https://www.nasdaq.com/symbol/diax,AMEX
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.67,$109.19M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jemd,AMEX
JMF,Nuveen Energy MLP Total Return Fund,9.4,$383.4M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jmf,AMEX
NEV,Nuveen Enhanced Municipal Value Fund,13.15,$328.09M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nev,AMEX
JFR,Nuveen Floating Rate Income Fund,9.94,$565.77M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jfr,AMEX
JRO,Nuveen Floating Rate Income Opportuntiy Fund,10.15,$411.7M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jro,AMEX
NKG,Nuveen Georgia Quality Municipal Income Fund ,10.9,$114.99M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkg,AMEX
JGH,Nuveen Global High Income Fund,14.79,$343.6M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jgh,AMEX
JHA,Nuveen High Income 2020 Target Term Fund,9.92,$291.1M,2015,n/a,n/a,https://www.nasdaq.com/symbol/jha,AMEX
JHY,Nuveen High Income 2020 Target Term Fund,9.78,$153.96M,2015,n/a,n/a,https://www.nasdaq.com/symbol/jhy,AMEX
JHD,Nuveen High Income December 2019 Target Term Fund,9.91,$268.21M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhd,AMEX
JHB,Nuveen High Income November 2021 Target Term Fund,9.47,$529.1M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhb,AMEX
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.63,$86.55M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxc,AMEX
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,12.535,$49.2M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxn,AMEX
NID,Nuveen Intermediate Duration Municipal Term Fund,12.3591,$579.76M,2012,n/a,n/a,https://www.nasdaq.com/symbol/nid,AMEX
NMY,Nuveen Maryland Quality Municipal Income Fund,11.66,$272.2M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nmy,AMEX
NMT,Nuveen Massachusetts Municipal Income Fund,11.95,$111.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nmt,AMEX
NUM,Nuveen Michigan Quality Municipal Income Fund,12.31,$254.27M,1991,n/a,n/a,https://www.nasdaq.com/symbol/num,AMEX
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.18,$70.55M,2014,n/a,n/a,https://www.nasdaq.com/symbol/nms,AMEX
NOM,Nuveen Missouri Quality Municipal Income Fund,11.6101,$27.22M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nom,AMEX
JLS,Nuveen Mortgage Opportunity Term Fund,23.9,$379.73M,2009,n/a,n/a,https://www.nasdaq.com/symbol/jls,AMEX
JMM,Nuveen Multi-Market Income Fund,6.88,$65.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmm,AMEX
NHA,Nuveen Municipal 2021 Target Term Fund,9.425,$81.27M,2016,n/a,n/a,https://www.nasdaq.com/symbol/nha,AMEX
NZF,Nuveen Municipal Credit Income Fund,13.73,$1.95B,2007,n/a,n/a,https://www.nasdaq.com/symbol/nzf,AMEX
NMZ,Nuveen Municipal High Income Opportunity Fund,11.97,$767.02M,2003,n/a,n/a,https://www.nasdaq.com/symbol/nmz,AMEX
NMI,"Nuveen Municipal Income Fund, Inc.",10.2897,$89.89M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nmi,AMEX
NJV,Nuveen New Jersey Municipal Value Fund,12.6,$19.55M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/njv,AMEX
NXJ,Nuveen New Jersey Quality Municipal Income Fund,12.69,$535.52M,2001,n/a,n/a,https://www.nasdaq.com/symbol/nxj,AMEX
NRK,Nuveen New York AMT-Free Quality Municipal,11.73,$1.03B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nrk,AMEX
NYV,Nuveen New York Municipal Value Fund 2,13.14,$30.87M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nyv,AMEX
NNY,"Nuveen New York Municipal Value Fund, Inc.",9.08,$138.19M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nny,AMEX
NAN,Nuveen New York Quality Municipal Income Fund,12.29,$382.55M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nan,AMEX
NNC,Nuveen North Carolina Quality Municipal Income Fd,11.84,$194.12M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nnc,AMEX
NUO,Nuveen Ohio Quality Municipal Income Fund,13.32,$246.35M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nuo,AMEX
NPN,Nuveen Pennsylvania Municipal Value Fund,12.59,$15.39M,2009,n/a,n/a,https://www.nasdaq.com/symbol/npn,AMEX
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,12.38,$465.27M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nqp,AMEX
JPC,Nuveen Preferred & Income Opportunities Fund,9.27,$957.89M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jpc,AMEX
JPS,Nuveen Preferred & Income Securities Fund,8.51,$1.73B,2002,n/a,n/a,https://www.nasdaq.com/symbol/jps,AMEX
JPT,Nuveen Preferred and Income 2022 Term Fund,22.08,$150.84M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jpt,AMEX
JPI,Nuveen Preferred and Income Term Fund,21.94,$499.3M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jpi,AMEX
NAD,Nuveen Quality Municipal Income Fund,12.66,$2.56B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad,AMEX
JRI,Nuveen Real Asset Income and Growth Fund,15.22,$420.57M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri,AMEX
JRS,Nuveen Real Estate Fund,9.54,$275.63M,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs,AMEX
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.37,$1.39B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxmx,AMEX
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.88,$260.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spxx,AMEX
NIM,Nuveen Select Maturities Municipal Fund,9.51,$118.36M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nim,AMEX
NXP,Nuveen Select Tax Free Income Portfolio,13.78,$228.34M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxp,AMEX
NXQ,Nuveen Select Tax Free Income Portfolio II,13.26,$234.88M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxq,AMEX
NXR,Nuveen Select Tax Free Income Portfolio III,14.0298,$183.03M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxr,AMEX
NSL,Nuveen Senior Income Fund,5.98,$230.96M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nsl,AMEX
JSD,Nuveen Short Duration Credit Opportunities Fund,16.03,$161.83M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jsd,AMEX
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,15.92,$230.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jtd,AMEX
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,12.07,$167.09M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jta,AMEX
NTX,Nuveen Texas Quality Municipal Income Fund,12.33,$123.64M,1991,n/a,n/a,https://www.nasdaq.com/symbol/ntx,AMEX
NPV,Nuveen Virginia Quality Municipal Income Fund,11.71,$210M,1993,n/a,n/a,https://www.nasdaq.com/symbol/npv,AMEX
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,12.0927,$158.38M,2013,n/a,n/a,https://www.nasdaq.com/symbol/niq,AMEX
JMT,Nuven Mortgage Opportunity Term Fund 2,23.1129,$112.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmt,AMEX
